lead_id,created_at,vertical,traffic_source,sub_id,state,cpl,status,buyer,sold_price,return_reason
L000780,2026-06-05 18:49,bathroom,native,nt_01,MI,24.07,sold,BuyerB,43.81,
L000781,2026-06-05 12:39,windows,facebook,fb_02,IL,16.94,sold,BuyerA,30.3,
L000782,2026-06-05 18:31,bathroom,facebook,fb_01,FL,27.07,sold,BuyerB,41.34,
L000783,2026-06-05 7:44,roofing,google,g_02,IL,31.4,sold,BuyerD,35.68,
L000784,2026-06-05 13:20,windows,facebook,fb_03,NC,19.61,sold,BuyerA,29.19,
L000785,2026-06-05 18:06,windows,facebook,fb_06,FL,21.93,sold,BuyerA,29.83,
L000786,2026-06-05 8:00,roofing,facebook,fb_07,TX,20.56,unsold,,,
L000787,2026-06-05 15:57,roofing,facebook,fb_07,CO,22.47,sold,BuyerD,34.09,
L000788,2026-06-05 13:29,roofing,facebook,fb_07,OH,28.86,sold,BuyerA,34.52,
L000789,2026-06-05 23:47,roofing,native,nt_01,PA,19.52,sold,BuyerD,34.34,
L000790,2026-06-05 16:17,bathroom,facebook,fb_07,TX,26.32,sold,BuyerE,41.19,
L000791,2026-06-05 22:03,roofing,native,nt_01,NJ,18.74,sold,BuyerA,33.37,
L000792,2026-06-05 10:23,roofing,google,g_04,FL,27.3,sold,BuyerC,52.22,
L000793,2026-06-05 14:12,bathroom,facebook,fb_03,TX,30.84,sold,BuyerE,41.55,
L000794,2026-06-05 19:34,roofing,facebook,fb_02,TN,19.77,sold,BuyerA,36.95,
L000795,2026-06-05 16:57,roofing,native,nt_01,TX,16.48,sold,BuyerC,53.48,
L000796,2026-06-05 18:21,windows,native,nt_01,WY,15.88,sold,BuyerA,30.44,
L000797,2026-06-05 14:06,roofing,native,nt_02,IL,21.25,sold,BuyerD,35.61,
L000798,2026-06-05 16:25,roofing,facebook,fb_08,PA,27.04,sold,BuyerA,36.14,
L000799,2026-06-05 20:20,windows,facebook,fb_05,NC,17.13,sold,BuyerA,32,
L000800,2026-06-05 10:39,roofing,google,g_04,PA,28.44,sold,BuyerA,35.41,
L000801,2026-06-05 19:12,bathroom,facebook,fb_03,FL,20.31,sold,BuyerE,37.47,
L000802,2026-06-05 13:20,roofing,facebook,fb_02,TX,22.72,sold,BuyerC,51.66,
L000803,2026-06-05 15:00,windows,facebook,fb_08,IL,22.12,sold,BuyerA,30.21,
L000804,2026-06-05 23:48,windows,facebook,fb_02,TX,16.71,sold,BuyerA,30.05,
L000805,2026-06-05 18:04,roofing,facebook,fb_08,NJ,21.88,sold,BuyerA,35.43,
L000806,2026-06-05 10:35,roofing,facebook,fb_03,TX,19.83,sold,BuyerC,53.01,
L000807,2026-06-05 13:56,roofing,facebook,fb_01,TX,26.96,sold,BuyerC,52.32,
L000808,2026-06-05 17:23,roofing,google,g_02,SC,33.74,sold,BuyerD,29.71,
L000809,2026-06-05 17:46,roofing,facebook,fb_01,GA,20.34,sold,BuyerC,53.48,
L000810,2026-06-05 11:06,bathroom,facebook,fb_07,TN,27.97,sold,BuyerE,38.85,
L000811,2026-06-05 11:53,roofing,facebook,fb_04,IL,24.78,sold,BuyerD,28.08,
L000812,2026-06-05 16:21,roofing,google,g_03,FL,37.9,sold,BuyerC,51.83,
L000813,2026-06-05 16:08,roofing,facebook,fb_08,GA,24.39,sold,BuyerC,50.75,
L000814,2026-06-05 12:23,windows,google,g_03,AZ,24.26,sold,BuyerA,30.79,
L000815,2026-06-05 23:50,roofing,facebook,fb_07,OH,20.48,sold,BuyerA,36,
L000816,2026-06-05 15:07,roofing,google,g_04,NC,31.45,sold,BuyerA,35.93,
L000817,2026-06-05 20:44,roofing,google,g_01,SC,31.38,sold,BuyerA,38.4,
L000818,2026-06-05 18:59,bathroom,native,nt_01,PA,27.1,sold,BuyerE,41.39,
L000819,2026-06-05 9:50,bathroom,facebook,fb_02,PA,24.79,returned,BuyerE,38.07,bad_number
L000820,2026-06-05 14:14,windows,facebook,fb_05,NJ,20.6,sold,BuyerB,30.18,
L000821,2026-06-05 17:54,roofing,google,g_01,PA,35.64,sold,BuyerA,34.79,
L000822,2026-06-05 6:16,roofing,google,g_03,FL,25.4,sold,BuyerC,51.84,
L000823,2026-06-05 8:38,roofing,facebook,fb_05,TX,24.37,returned,BuyerC,52.33,no_answer
L000824,2026-06-05 17:49,bathroom,facebook,fb_02,ND,23.86,unsold,,,
L000825,2026-06-05 7:00,roofing,google,g_01,IL,29.82,sold,BuyerA,37.27,
L000826,2026-06-05 17:11,roofing,facebook,fb_03,NC,23.39,unsold,,,
L000827,2026-06-05 11:57,roofing,native,nt_02,NJ,16.13,sold,BuyerA,38.05,
L000828,2026-06-05 14:07,bathroom,google,g_01,TN,37.54,sold,BuyerE,39.56,
L000829,2026-06-05 16:28,bathroom,native,nt_01,PA,22.08,unsold,,,
L000830,2026-06-05 22:29,bathroom,google,g_01,TX,38.93,sold,BuyerB,43.53,
L000831,2026-06-05 12:38,windows,native,nt_02,TX,17.31,sold,BuyerA,29.51,
L000832,2026-06-05 19:48,bathroom,facebook,fb_04,CA,25.59,sold,BuyerE,41.75,
L000833,2026-06-05 11:26,bathroom,facebook,fb_02,TX,26.74,sold,BuyerE,41.11,
L000834,2026-06-05 9:58,bathroom,facebook,fb_07,CA,17.92,sold,BuyerB,43.16,
L000835,2026-06-05 17:26,windows,google,g_04,TX,33.84,sold,BuyerB,29.04,
L000836,2026-06-05 10:34,roofing,facebook,fb_03,NY,24.74,sold,BuyerD,31.06,
L000837,2026-06-05 11:40,roofing,google,g_03,TN,37.91,sold,BuyerA,38.26,
L000838,2026-06-05 16:01,roofing,facebook,fb_08,GA,19.32,returned,BuyerC,53.35,not_homeowner
L000839,2026-06-05 8:45,roofing,google,g_03,ID,32.85,unsold,,,
L000840,2026-06-05 13:06,roofing,google,g_02,MO,29.97,sold,BuyerA,32.98,
L000841,2026-06-05 14:06,bathroom,facebook,fb_03,FL,23.22,sold,BuyerB,45.21,
L000842,2026-06-05 19:08,roofing,google,g_04,VA,28.71,sold,BuyerA,38.18,
L000843,2026-06-05 8:31,roofing,native,nt_01,MT,14.97,returned,BuyerA,35.1,no_answer
L000844,2026-06-05 8:30,windows,facebook,fb_03,VA,19.22,sold,BuyerA,30.91,
L000845,2026-06-05 9:08,roofing,facebook,fb_05,MI,24.55,returned,BuyerD,31.07,bad_number
L000846,2026-06-05 14:32,bathroom,facebook,fb_07,NJ,31.22,returned,BuyerB,47.43,no_answer
L000847,2026-06-05 11:04,roofing,facebook,fb_02,ID,23.14,sold,BuyerD,35.04,
L000848,2026-06-05 14:37,bathroom,native,nt_02,TX,23.95,unsold,,,
L000849,2026-06-05 21:07,roofing,google,g_03,TX,32.56,unsold,,,
L000850,2026-06-05 11:55,roofing,facebook,fb_06,TX,22.29,sold,BuyerC,49.94,
L000851,2026-06-05 10:30,bathroom,facebook,fb_06,MO,28.19,sold,BuyerE,39.96,
L000852,2026-06-05 18:52,roofing,native,nt_02,AZ,17.53,sold,BuyerA,37.43,
L000853,2026-06-05 19:17,windows,google,g_01,OH,29.76,sold,BuyerB,30.45,
L000854,2026-06-05 13:02,roofing,facebook,fb_02,FL,25.82,returned,BuyerC,51.7,not_homeowner
L000855,2026-06-05 15:23,windows,native,nt_01,TN,20.56,sold,BuyerA,31.1,
L000856,2026-06-05 19:51,roofing,google,g_02,CA,34.5,sold,BuyerD,34.67,
L000857,2026-06-05 21:51,roofing,facebook,fb_05,CO,21.76,sold,BuyerD,31.03,
L000858,2026-06-05 12:09,windows,facebook,fb_06,GA,19.91,sold,BuyerA,32.01,
L000859,2026-06-05 15:16,bathroom,facebook,fb_05,NY,26.17,returned,BuyerE,42.72,out_of_service_area
L000860,2026-06-05 14:38,windows,facebook,fb_03,TX,19.15,sold,BuyerA,29.41,
L000861,2026-06-05 7:16,windows,google,g_04,FL,28.73,sold,BuyerA,29.99,
L000862,2026-06-05 11:19,bathroom,facebook,fb_05,NY,28.65,sold,BuyerB,46.64,
L000863,2026-06-05 13:34,bathroom,facebook,fb_01,CO,26.75,sold,BuyerB,43.45,
L000864,2026-06-05 13:25,windows,facebook,fb_02,SC,16.45,sold,BuyerA,29.15,
L000865,2026-06-05 16:48,roofing,google,g_03,TN,41.18,sold,BuyerA,34.7,
L000866,2026-06-05 17:40,bathroom,facebook,fb_07,ID,27.71,unsold,,,
L000867,2026-06-05 15:34,bathroom,google,g_03,CA,37.42,sold,BuyerB,41.66,
L000868,2026-06-05 17:59,windows,facebook,fb_08,GA,20.4,sold,BuyerA,30.96,
L000869,2026-06-05 10:39,roofing,native,nt_01,GA,18.37,sold,BuyerC,50.37,
L000870,2026-06-05 14:44,windows,google,g_04,AZ,30.27,unsold,,,
L000871,2026-06-05 20:30,windows,facebook,fb_03,TX,22.93,sold,BuyerA,31.7,
L000872,2026-06-05 12:05,roofing,google,g_04,ID,21.74,sold,BuyerD,36.86,
L000873,2026-06-05 21:08,bathroom,facebook,fb_03,OH,25.2,sold,BuyerE,36.47,
L000874,2026-06-05 15:49,roofing,google,g_03,GA,27.19,sold,BuyerA,35.14,
L000875,2026-06-05 17:58,bathroom,facebook,fb_07,FL,31.16,sold,BuyerB,44,
L000876,2026-06-05 6:43,roofing,native,nt_01,TX,20.46,unsold,,,
L000877,2026-06-05 9:43,roofing,facebook,fb_08,MT,27.83,sold,BuyerD,35.64,
L000878,2026-06-05 14:17,bathroom,facebook,fb_06,OH,24.93,sold,BuyerB,46.28,
L000879,2026-06-05 6:15,windows,facebook,fb_01,CO,19.36,sold,BuyerA,31.8,
L000880,2026-06-05 18:33,roofing,facebook,fb_03,VA,21.98,sold,BuyerA,40.07,
L000881,2026-06-05 10:10,windows,facebook,fb_06,FL,23.05,sold,BuyerA,30.42,
L000882,2026-06-05 14:47,windows,facebook,fb_02,CA,20.06,sold,BuyerA,27.38,
L000883,2026-06-05 23:10,roofing,google,g_02,IL,29.89,unsold,,,
L000884,2026-06-05 12:19,roofing,native,nt_02,NY,20.2,sold,BuyerD,36.35,
L000885,2026-06-05 10:41,windows,facebook,fb_03,CA,22.53,sold,BuyerA,30.52,
L000886,2026-06-05 20:50,windows,google,g_03,NC,27.87,sold,BuyerA,28.74,
L000887,2026-06-05 17:39,roofing,facebook,fb_01,IN,21.95,sold,BuyerA,35.84,
L000888,2026-06-05 13:43,bathroom,facebook,fb_01,CA,31.29,sold,BuyerB,44.18,
L000889,2026-06-05 12:53,roofing,facebook,fb_04,IL,23.22,sold,BuyerD,37.74,
L000890,2026-06-05 20:15,windows,facebook,fb_07,GA,18.49,unsold,,,
L000891,2026-06-05 16:28,roofing,google,g_01,IN,25.89,sold,BuyerA,32.08,
L000892,2026-06-05 13:18,roofing,facebook,fb_07,TN,24.08,returned,BuyerD,33.02,no_answer
L000893,2026-06-05 11:16,roofing,facebook,fb_05,SC,24.43,sold,BuyerA,40.19,
L000894,2026-06-05 7:29,bathroom,facebook,fb_06,NC,28.3,sold,BuyerE,41.91,
L000895,2026-06-05 18:16,roofing,google,g_03,GA,35.99,sold,BuyerA,33.47,
L000896,2026-06-05 11:06,roofing,native,nt_01,VA,18.52,sold,BuyerA,35.6,
L000897,2026-06-05 15:27,bathroom,facebook,fb_05,PA,27.94,sold,BuyerE,39.92,
L000898,2026-06-05 14:10,bathroom,facebook,fb_07,PA,26.42,sold,BuyerE,41.01,
L000899,2026-06-05 14:45,roofing,facebook,fb_04,VA,17.66,sold,BuyerA,34.48,
L000900,2026-06-05 8:26,roofing,google,g_03,CA,36.12,sold,BuyerD,31.13,
L000901,2026-06-05 15:08,windows,native,nt_01,CA,14.07,sold,BuyerA,31.31,
L000902,2026-06-05 13:15,bathroom,facebook,fb_03,OH,30.64,sold,BuyerE,41.93,
L000903,2026-06-05 6:26,roofing,facebook,fb_03,CA,22.7,sold,BuyerA,36.32,
L000904,2026-06-05 12:21,roofing,facebook,fb_04,CO,22.41,sold,BuyerD,31.67,
L000905,2026-06-05 18:20,roofing,facebook,fb_02,AZ,21.1,returned,BuyerD,31.81,no_answer
L000906,2026-06-05 23:16,bathroom,facebook,fb_02,OH,27.45,sold,BuyerB,41.73,
L000907,2026-06-05 16:35,roofing,facebook,fb_03,AZ,20.95,unsold,,,
L000908,2026-06-05 15:47,windows,facebook,fb_03,CA,17.39,sold,BuyerA,31.74,
L000909,2026-06-05 12:11,roofing,facebook,fb_03,PA,28.16,sold,BuyerD,33.58,
L000910,2026-06-05 12:07,roofing,facebook,fb_07,NC,21.21,returned,BuyerD,29.94,bad_number
L000911,2026-06-05 21:11,windows,facebook,fb_03,PA,17.8,sold,BuyerA,26.6,
L000912,2026-06-05 10:35,roofing,google,g_04,CO,23.79,sold,BuyerA,35.32,
L000913,2026-06-05 10:04,windows,facebook,fb_08,OH,15.89,sold,BuyerA,29.94,
L000914,2026-06-05 16:34,roofing,google,g_04,NC,31.75,sold,BuyerA,38.35,
L000915,2026-06-05 12:56,windows,facebook,fb_02,PA,19.51,sold,BuyerA,30.88,
L000916,2026-06-05 22:26,windows,facebook,fb_07,TX,20.05,sold,BuyerA,29.01,
L000917,2026-06-05 8:10,roofing,facebook,fb_07,VA,21.42,sold,BuyerA,34.44,
L000918,2026-06-05 9:43,bathroom,facebook,fb_08,CA,28.48,unsold,,,
L000919,2026-06-05 9:19,windows,facebook,fb_08,MO,21.11,sold,BuyerB,29.78,
L000920,2026-06-05 13:32,bathroom,facebook,fb_02,IL,18.23,sold,BuyerE,42.63,
L000921,2026-06-05 16:49,windows,facebook,fb_05,AZ,20.22,sold,BuyerB,32.28,
L000922,2026-06-05 13:52,roofing,google,g_04,CA,22.29,sold,BuyerA,37.21,
L000923,2026-06-05 17:45,roofing,facebook,fb_03,PA,22.22,sold,BuyerA,35.21,
L000924,2026-06-05 18:34,roofing,facebook,fb_01,TX,23.31,sold,BuyerD,35.47,
L000925,2026-06-05 23:03,bathroom,facebook,fb_05,MI,23.37,sold,BuyerE,37.74,
L000926,2026-06-05 17:02,roofing,native,nt_01,SC,16.4,sold,BuyerA,36.99,
L000927,2026-06-05 18:05,roofing,facebook,fb_01,PA,23.59,sold,BuyerA,37.67,
L000928,2026-06-05 11:00,bathroom,facebook,fb_08,WY,25.25,sold,BuyerE,40.08,
L000929,2026-06-05 23:21,roofing,facebook,fb_02,CA,26.2,sold,BuyerA,37.1,
L000930,2026-06-05 19:22,roofing,facebook,fb_05,TX,19.42,sold,BuyerD,33.12,
L000931,2026-06-05 14:54,roofing,google,g_01,NY,29.61,sold,BuyerA,36.75,
L000932,2026-06-05 10:38,roofing,google,g_01,OH,30.9,returned,BuyerD,36.43,duplicate
L000933,2026-06-05 12:32,windows,facebook,fb_06,IL,19.75,sold,BuyerB,31.17,
L000934,2026-06-05 13:12,roofing,facebook,fb_04,AZ,21.17,sold,BuyerA,37.33,
L000935,2026-06-06 12:25,bathroom,native,nt_02,NJ,21.28,sold,BuyerE,36.73,
L000936,2026-06-06 13:55,roofing,google,g_01,OH,38.34,sold,BuyerA,35.48,
L000937,2026-06-06 9:26,roofing,facebook,fb_03,TX,20.82,sold,BuyerC,52.36,
L000938,2026-06-06 14:01,roofing,facebook,fb_06,NY,18.36,sold,BuyerA,35.57,
L000939,2026-06-06 18:41,roofing,facebook,fb_01,NC,20.42,returned,BuyerD,32.32,out_of_service_area
L000940,2026-06-06 6:13,roofing,facebook,fb_03,AZ,22.56,returned,BuyerD,33.85,no_answer
L000941,2026-06-06 10:55,windows,facebook,fb_03,OH,23.94,sold,BuyerA,31.58,
L000942,2026-06-06 16:52,roofing,facebook,fb_03,PA,19.73,sold,BuyerA,37.82,
L000943,2026-06-06 19:35,roofing,facebook,fb_03,MI,20.29,sold,BuyerA,37.35,
L000944,2026-06-06 19:06,bathroom,google,g_02,VA,33.2,sold,BuyerB,42.99,
L000945,2026-06-06 9:10,bathroom,native,nt_01,CA,20.47,sold,BuyerE,41.1,
L000946,2026-06-06 16:33,windows,native,nt_01,AZ,15.51,unsold,,,
L000947,2026-06-06 11:44,windows,facebook,fb_08,TX,18.67,sold,BuyerF,29.17,
L000948,2026-06-06 10:17,bathroom,facebook,fb_07,CA,23.35,sold,BuyerB,42.46,
L000949,2026-06-06 12:26,roofing,facebook,fb_07,OH,20.66,returned,BuyerA,38.69,changed_mind
L000950,2026-06-06 14:41,roofing,facebook,fb_01,GA,22.67,returned,BuyerA,36.75,no_answer
L000951,2026-06-06 6:46,windows,google,g_03,TX,27.36,sold,BuyerA,28.09,
L000952,2026-06-06 12:47,windows,native,nt_01,SC,13.75,unsold,,,
L000953,2026-06-06 16:33,roofing,native,nt_01,AZ,19.54,sold,BuyerA,41.3,
L000954,2026-06-06 14:48,roofing,facebook,fb_06,IN,22.4,unsold,,,
L000955,2026-06-06 9:21,bathroom,facebook,fb_01,IL,26.03,sold,BuyerE,43.51,
L000956,2026-06-06 12:14,windows,facebook,fb_05,FL,17.74,sold,BuyerB,30.97,
L000957,2026-06-06 15:13,roofing,facebook,fb_07,OH,18.02,sold,BuyerD,32.39,
L000958,2026-06-06 12:35,bathroom,facebook,fb_07,GA,29.4,returned,BuyerB,42.85,bad_number
L000959,2026-06-06 11:59,roofing,native,nt_01,GA,19.89,sold,BuyerD,32.13,
L000960,2026-06-06 19:05,windows,google,g_04,NC,21.47,sold,BuyerA,30.17,
L000961,2026-06-06 13:25,bathroom,facebook,fb_05,NJ,27.71,sold,BuyerB,44.9,
L000962,2026-06-06 10:22,roofing,facebook,fb_03,OH,18.69,sold,BuyerD,31.43,
L000963,2026-06-06 12:13,roofing,facebook,fb_03,FL,19.7,sold,BuyerC,51.27,
L000964,2026-06-06 6:15,windows,facebook,fb_03,MO,24.21,returned,BuyerA,31.03,changed_mind
L000965,2026-06-06 13:05,windows,facebook,fb_06,SC,17.7,sold,BuyerA,30.37,
L000966,2026-06-06 9:26,bathroom,facebook,fb_01,CO,24.29,returned,BuyerE,44.38,bad_number
L000967,2026-06-06 15:47,bathroom,facebook,fb_02,OH,22.7,sold,BuyerE,39.53,
L000968,2026-06-06 7:18,bathroom,facebook,fb_07,PA,23.44,sold,BuyerB,43.07,
L000969,2026-06-06 19:51,roofing,facebook,fb_02,IL,23.28,sold,BuyerD,31.81,
L000970,2026-06-06 12:37,bathroom,facebook,fb_02,FL,26.04,sold,BuyerE,42.61,
L000971,2026-06-06 13:20,roofing,native,nt_01,PA,21.63,sold,BuyerD,31.22,
L000972,2026-06-06 18:47,roofing,facebook,fb_02,IL,17.75,sold,BuyerA,34.17,
L000973,2026-06-06 8:18,roofing,facebook,fb_08,NC,21.92,sold,BuyerD,31.03,
L000974,2026-06-06 18:07,roofing,native,nt_02,SC,20.06,unsold,,,
L000975,2026-06-06 9:30,bathroom,google,g_01,AZ,35.78,sold,BuyerB,47.86,
L000976,2026-06-06 15:10,bathroom,native,nt_02,PA,19.5,sold,BuyerB,43.12,
L000977,2026-06-06 11:26,windows,google,g_04,VA,32.34,sold,BuyerA,27.61,
L000978,2026-06-06 17:38,windows,facebook,fb_03,GA,14.22,sold,BuyerA,32.05,
L000979,2026-06-06 11:19,roofing,google,g_03,OH,29.95,sold,BuyerD,32.62,
L000980,2026-06-06 11:26,windows,facebook,fb_06,PA,19.1,returned,BuyerB,30.46,duplicate
L000981,2026-06-06 21:12,windows,facebook,fb_01,AZ,16.46,sold,BuyerA,28.99,
L000982,2026-06-06 16:50,roofing,facebook,fb_06,OH,26.31,unsold,,,
L000983,2026-06-06 9:03,windows,facebook,fb_07,FL,22.14,sold,BuyerA,26.71,
L000984,2026-06-06 7:16,roofing,facebook,fb_08,TX,25.57,sold,BuyerC,53.28,
L000985,2026-06-06 17:03,windows,facebook,fb_04,ID,15.15,sold,BuyerA,31.02,
L000986,2026-06-06 15:42,roofing,google,g_04,TX,25.6,sold,BuyerC,55.79,
L000987,2026-06-06 18:11,roofing,facebook,fb_02,NC,21.39,sold,BuyerD,34.62,
L000988,2026-06-06 12:13,windows,facebook,fb_02,PA,19.58,sold,BuyerA,32.37,
L000989,2026-06-06 6:56,roofing,facebook,fb_07,GA,29.06,sold,BuyerC,49.04,
L000990,2026-06-06 22:36,bathroom,native,nt_02,SC,21.3,sold,BuyerE,37.71,
L000991,2026-06-06 13:57,bathroom,facebook,fb_06,PA,24.02,returned,BuyerE,40.4,bad_number
L000992,2026-06-06 23:18,bathroom,google,g_02,AZ,47.41,sold,BuyerB,46.7,
L000993,2026-06-06 6:58,windows,facebook,fb_05,TX,19.58,unsold,,,
L000994,2026-06-06 11:02,bathroom,facebook,fb_05,IN,28.74,sold,BuyerE,40.41,
L000995,2026-06-06 14:38,roofing,google,g_01,CA,35.05,sold,BuyerD,34.09,
L000996,2026-06-06 13:51,bathroom,google,g_03,IL,32.8,sold,BuyerB,42.97,
L000997,2026-06-06 21:48,roofing,facebook,fb_08,MT,23.34,sold,BuyerA,35.14,
L000998,2026-06-06 6:49,bathroom,facebook,fb_05,GA,29.57,sold,BuyerE,40.08,
L000999,2026-06-06 13:11,windows,native,nt_01,GA,19.31,returned,BuyerB,28.64,no_answer
L001000,2026-06-06 19:51,roofing,facebook,fb_08,VA,18.72,returned,BuyerD,33.65,bad_number
L001001,2026-06-06 22:18,roofing,facebook,fb_04,NC,20.92,sold,BuyerA,35.08,
L001002,2026-06-06 10:47,roofing,facebook,fb_01,NJ,23.32,sold,BuyerD,30.67,
L001003,2026-06-06 14:13,bathroom,google,g_02,TX,36.51,sold,BuyerB,41.69,
L001004,2026-06-06 10:37,roofing,native,nt_01,GA,19.79,sold,BuyerC,52.62,
L001005,2026-06-06 18:47,roofing,facebook,fb_01,ND,20.59,sold,BuyerA,34.71,
L001006,2026-06-06 10:23,windows,facebook,fb_03,AZ,13.48,sold,BuyerA,28.56,
L001007,2026-06-06 10:20,roofing,google,g_03,TX,33.34,sold,BuyerC,53.68,
L001008,2026-06-06 6:31,roofing,google,g_04,MI,31.52,sold,BuyerA,41.16,
L001009,2026-06-06 9:23,bathroom,facebook,fb_01,VA,27.46,sold,BuyerB,46.55,
L001010,2026-06-06 10:42,windows,facebook,fb_05,GA,21.64,sold,BuyerF,28.24,
L001011,2026-06-06 14:50,bathroom,google,g_03,AZ,29.05,sold,BuyerE,38.97,
L001012,2026-06-06 15:58,windows,facebook,fb_04,CA,14.75,sold,BuyerA,30.92,
L001013,2026-06-06 10:57,windows,facebook,fb_06,NY,17.84,returned,BuyerA,29.15,not_homeowner
L001014,2026-06-06 19:32,roofing,native,nt_02,IN,22.31,sold,BuyerD,36.9,
L001015,2026-06-06 12:12,roofing,facebook,fb_01,GA,20.42,sold,BuyerC,51.74,
L001016,2026-06-06 18:46,bathroom,google,g_02,TX,34.02,sold,BuyerB,46.64,
L001017,2026-06-06 16:57,roofing,facebook,fb_03,TX,28.71,returned,BuyerC,52.3,duplicate
L001018,2026-06-06 9:27,windows,facebook,fb_01,VA,19.3,sold,BuyerA,29.71,
L001019,2026-06-06 19:27,roofing,facebook,fb_07,WY,27.04,sold,BuyerD,31.1,
L001020,2026-06-06 16:48,roofing,facebook,fb_07,MI,23.49,sold,BuyerA,32.66,
L001021,2026-06-06 20:58,bathroom,facebook,fb_01,TX,28.88,sold,BuyerE,39.83,
L001022,2026-06-06 6:05,windows,facebook,fb_04,FL,21.68,sold,BuyerA,29.9,
L001023,2026-06-06 12:30,roofing,google,g_01,TX,29.98,sold,BuyerC,51.52,
L001024,2026-06-06 13:47,roofing,google,g_04,TX,27.12,sold,BuyerC,51.07,
L001025,2026-06-06 17:48,roofing,facebook,fb_07,SC,24.01,returned,BuyerA,34.37,no_answer
L001026,2026-06-06 9:47,roofing,facebook,fb_07,TN,23.67,sold,BuyerD,35.26,
L001027,2026-06-06 9:18,roofing,facebook,fb_02,NC,22.8,sold,BuyerA,35.62,
L001028,2026-06-06 14:43,roofing,google,g_02,OH,27.6,sold,BuyerD,36.18,
L001029,2026-06-06 10:05,roofing,google,g_04,GA,33.28,sold,BuyerA,37.33,
L001030,2026-06-06 13:42,bathroom,facebook,fb_06,NC,28.3,sold,BuyerB,42.99,
L001031,2026-06-06 21:33,roofing,facebook,fb_06,TX,22.52,sold,BuyerC,54.72,
L001032,2026-06-06 17:31,windows,google,g_02,PA,20.86,sold,BuyerA,29.64,
L001033,2026-06-06 12:45,roofing,native,nt_02,NJ,17.79,sold,BuyerA,36.54,
L001034,2026-06-06 14:20,bathroom,google,g_01,IL,47.63,sold,BuyerE,40.23,
L001035,2026-06-06 15:42,bathroom,google,g_02,CA,25.69,sold,BuyerE,38.53,
L001036,2026-06-06 12:47,bathroom,native,nt_01,FL,23.35,sold,BuyerB,46.92,
L001037,2026-06-06 13:15,roofing,facebook,fb_07,TX,25.51,sold,BuyerC,52.55,
L001038,2026-06-06 15:55,windows,google,g_04,MI,27.57,sold,BuyerA,30.27,
L001039,2026-06-06 7:23,windows,facebook,fb_06,NY,15.14,sold,BuyerA,27.79,
L001040,2026-06-06 6:51,bathroom,native,nt_02,NY,20.98,unsold,,,
L001041,2026-06-06 16:10,roofing,google,g_02,TN,34.29,sold,BuyerD,33.93,
L001042,2026-06-06 15:36,roofing,native,nt_01,NC,21,unsold,,,
L001043,2026-06-06 6:49,windows,facebook,fb_05,GA,18.62,sold,BuyerA,33.76,
L001044,2026-06-06 10:46,windows,facebook,fb_04,FL,18.14,sold,BuyerA,30.44,
L001045,2026-06-06 19:16,roofing,native,nt_02,FL,18.45,sold,BuyerA,35.58,
L001046,2026-06-06 13:14,windows,facebook,fb_04,NJ,21.52,sold,BuyerA,32.59,
L001047,2026-06-06 21:42,windows,native,nt_01,NC,13.04,sold,BuyerA,30.06,
L001048,2026-06-06 17:38,bathroom,facebook,fb_06,PA,30.39,sold,BuyerE,39.25,
L001049,2026-06-06 17:55,windows,facebook,fb_07,ID,17.19,returned,BuyerA,31.38,not_homeowner
L001050,2026-06-06 16:42,windows,facebook,fb_04,GA,21.12,sold,BuyerA,31.77,
L001051,2026-06-06 10:49,windows,facebook,fb_03,IL,19.94,sold,BuyerA,29.45,
L001052,2026-06-06 17:10,bathroom,google,g_03,TX,32.92,sold,BuyerB,45.6,
L001053,2026-06-06 15:16,windows,facebook,fb_05,SC,21.32,unsold,,,
L001054,2026-06-06 12:31,roofing,native,nt_01,CA,21.25,sold,BuyerA,36.69,
L001055,2026-06-06 12:39,roofing,facebook,fb_06,FL,24.23,sold,BuyerC,51.65,
L001056,2026-06-06 18:36,roofing,facebook,fb_04,TN,26.72,sold,BuyerA,40.19,
L001057,2026-06-06 11:40,roofing,google,g_03,FL,40.83,sold,BuyerC,52.74,
L001058,2026-06-06 14:25,bathroom,facebook,fb_06,MI,22.85,sold,BuyerB,45.03,
L001059,2026-06-06 9:28,windows,facebook,fb_03,CA,21.57,sold,BuyerA,32.23,
L001060,2026-06-06 22:31,roofing,native,nt_01,IL,16.92,sold,BuyerD,37.43,
L001061,2026-06-06 11:38,roofing,facebook,fb_03,CA,22.64,returned,BuyerA,35.75,no_answer
L001062,2026-06-06 7:18,windows,google,g_02,CO,33.11,sold,BuyerA,30.32,
L001063,2026-06-06 23:50,roofing,facebook,fb_08,SC,23.22,returned,BuyerA,35.62,no_answer
L001064,2026-06-06 14:03,bathroom,facebook,fb_05,CA,27.86,sold,BuyerB,44.79,
L001065,2026-06-06 14:25,windows,native,nt_02,PA,15.02,sold,BuyerA,27.66,
L001066,2026-06-06 10:12,roofing,google,g_01,CA,28.56,sold,BuyerA,35.83,
L001067,2026-06-06 10:11,bathroom,facebook,fb_07,CA,29.94,sold,BuyerE,37.33,
L001068,2026-06-06 12:15,windows,facebook,fb_01,OH,21.41,sold,BuyerA,29.8,
L001069,2026-06-06 16:35,roofing,facebook,fb_02,GA,21.64,sold,BuyerD,35.31,
